STORE_ID,STORE_LOCATION,PRODUCT_CATEGORY,PRODUCT_ID,MRP,CP,DISCOUNT,SP,Date
YR7220,Bangalore,Jewellery,73363647,96.0,72.0,9.6,86.4,2024-10-26
YR7220,Bangalore,Decor,12084655,72.0,48.24,6.48,65.52,2024-10-26
YR7220,Bangalore,Cosmetics,73234558,37.0,25.16,2.59,34.41,2024-10-26
YR7220,Bangalore,Painting,75547180,70.0,49.7,3.5,66.5,2024-10-26
YR7220,Bangalore,Jewellery,29300231,98.0,58.8,8.82,89.18,2024-10-26
YR7220,Bangalore,Decor,65744628,27.0,18.36,1.35,25.65,2024-10-26
YR7220,Bangalore,Painting,78142700,33.0,19.8,2.97,30.03,2024-10-26
YR7220,Bangalore,Candle,44843139,96.0,61.44,7.68,88.32,2024-10-26
YR7220,Bangalore,Cosmetics,80842590,32.0,23.68,2.56,29.44,2024-10-26
YR7220,Bangalore,Artifact,55436706,60.0,41.4,1.2,58.8,2024-10-26
YR4591,Bangalore,Jewellery,20497436,99.0,69.3,2.97,96.03,2024-10-26
YR4591,Bangalore,Cosmetics,71614074,73.0,48.18,4.38,68.62,2024-10-26
YR4591,Bangalore,Cosmetics,63525390,97.0,71.78,5.82,91.18,2024-10-26
YR4591,Bangalore,Cosmetics,54722595,51.0,33.15,2.04,48.96,2024-10-26
YR4591,Bangalore,Decor,98110351,91.0,63.7,5.46,85.54,2024-10-26
YR4591,Bangalore,Painting,73992614,47.0,33.37,1.88,45.12,2024-10-26
YR4591,Bangalore,Painting,26358642,80.0,53.6,6.4,73.6,2024-10-26
YR4591,Bangalore,Decor,71800842,19.0,11.59,1.71,17.29,2024-10-26
YR4591,Bangalore,Perfume,26092224,54.0,34.02,1.08,52.92,2024-10-26
YR4591,Bangalore,Artifact,15070190,78.0,46.8,7.8,70.2,2024-10-26
YR4591,Bangalore,Cosmetics,59960327,59.0,35.99,5.9,53.1,2024-10-26
YR4591,Bangalore,Painting,15097656,72.0,46.8,6.48,65.52,2024-10-26
YR4591,Bangalore,Candle,38135986,55.0,34.65,5.5,49.5,2024-10-26
YR4591,Bangalore,Jewellery,23551635,44.0,31.68,3.52,40.48,2024-10-26
YR4591,Bangalore,Jewellery,24880981,73.0,44.53,7.3,65.7,2024-10-26
YR4591,Bangalore,Jewellery,38781433,81.0,59.94,3.24,77.76,2024-10-26
YR4591,Bangalore,Painting,24219055,51.0,31.11,2.04,48.96,2024-10-26
YR4591,Bangalore,Decor,17970581,97.0,62.08,9.7,87.3,2024-10-26
YR4591,Bangalore,Candle,58457946,93.0,62.31,2.79,90.21,2024-10-26
YR4591,Bangalore,Cosmetics,86338500,14.0,9.1,1.12,12.88,2024-10-26
YR4591,Bangalore,Artifact,86437377,31.0,21.7,1.55,29.45,2024-10-26
YR4591,Bangalore,Cosmetics,75077514,78.0,53.82,2.34,75.66,2024-10-26
YR4591,Bangalore,Candle,68351135,13.0,8.58,0.26,12.74,2024-10-26
YR4591,Bangalore,Candle,98654174,68.0,46.24,6.8,61.2,2024-10-26
YR4591,Bangalore,Perfume,81117248,27.0,19.71,2.16,24.84,2024-10-26
YR4591,Bangalore,Candle,96215209,34.0,23.12,1.02,32.98,2024-10-26
YR4591,Bangalore,Cosmetics,54620971,42.0,26.88,3.78,38.22,2024-10-26
YR4591,Bangalore,Painting,13194274,77.0,51.59,4.62,72.38,2024-10-26
YR4591,Bangalore,Cosmetics,95789489,46.0,34.5,3.22,42.78,2024-10-26
YR4591,Bangalore,Perfume,75349426,74.0,48.1,1.48,72.52,2024-10-26
YR4591,Bangalore,Artifact,45373229,35.0,23.1,3.15,31.85,2024-10-26
YR4591,Bangalore,Jewellery,63349609,59.0,41.3,1.18,57.82,2024-10-26
YR4591,Bangalore,Candle,62481689,10.0,6.1,0.2,9.8,2024-10-26
YR6219,Bangalore,Painting,93312072,51.0,30.6,5.1,45.9,2024-10-26
YR6219,Bangalore,Artifact,59380798,86.0,51.6,6.88,79.12,2024-10-26
YR6219,Bangalore,Artifact,59259948,47.0,35.25,3.76,43.24,2024-10-26
YR6219,Bangalore,Painting,41181945,47.0,32.43,4.7,42.3,2024-10-26
YR6219,Bangalore,Decor,35988159,28.0,20.44,1.12,26.88,2024-10-26
YR6219,Bangalore,Artifact,19505920,49.0,29.89,2.94,46.06,2024-10-26
YR6219,Bangalore,Perfume,37421875,51.0,35.19,4.08,46.92,2024-10-26
YR6219,Bangalore,Cosmetics,36705017,52.0,33.28,1.04,50.96,2024-10-26
YR6219,Bangalore,Candle,54549560,21.0,15.75,2.1,18.9,2024-10-26
YR6219,Bangalore,Artifact,36279296,49.0,29.4,1.47,47.53,2024-10-26
YR6219,Bangalore,Painting,27759399,97.0,72.75,4.85,92.15,2024-10-26
YR6219,Bangalore,Perfume,68916931,37.0,26.64,2.96,34.04,2024-10-26
YR6219,Bangalore,Painting,67859497,42.0,27.72,0.84,41.16,2024-10-26
YR6219,Bangalore,Painting,42033386,23.0,16.1,0.46,22.54,2024-10-26
YR6219,Bangalore,Painting,60517883,16.0,10.88,0.96,15.04,2024-10-26
YR6219,Bangalore,Perfume,27201843,59.0,37.17,4.72,54.28,2024-10-26
YR6219,Bangalore,Painting,83479309,59.0,42.48,3.54,55.46,2024-10-26
YR6219,Bangalore,Decor,56667175,36.0,25.92,3.6,32.4,2024-10-26
YR6219,Bangalore,Painting,43862609,27.0,17.01,1.08,25.92,2024-10-26
YR6219,Bangalore,Decor,62929382,13.0,8.45,1.3,11.7,2024-10-26
YR6219,Bangalore,Jewellery,98140563,24.0,17.76,2.4,21.6,2024-10-26
YR6219,Bangalore,Candle,68488464,91.0,64.61,9.1,81.9,2024-10-26
YR6219,Bangalore,Jewellery,86816406,30.0,21.6,1.2,28.8,2024-10-26
YR6219,Bangalore,Jewellery,99947814,42.0,28.56,1.26,40.74,2024-10-26
YR6219,Bangalore,Perfume,90977478,26.0,18.46,1.56,24.44,2024-10-26
YR6219,Bangalore,Perfume,79853820,63.0,37.8,3.15,59.85,2024-10-26
YR6219,Bangalore,Jewellery,91966247,15.0,10.05,0.75,14.25,2024-10-26
YR6219,Bangalore,Painting,61031494,73.0,54.75,1.46,71.54,2024-10-26
YR6219,Bangalore,Perfume,37097778,55.0,39.05,1.65,53.35,2024-10-26
YR6219,Bangalore,Painting,83693542,57.0,37.62,5.13,51.87,2024-10-26
YR1845,Bangalore,Decor,79307250,25.0,17.75,0.75,24.25,2024-10-26
YR1845,Bangalore,Jewellery,63236999,87.0,62.64,8.7,78.3,2024-10-26
YR1845,Bangalore,Jewellery,17492675,21.0,14.7,1.68,19.32,2024-10-26
YR1845,Bangalore,Cosmetics,21434020,66.0,45.54,5.94,60.06,2024-10-26
YR1845,Bangalore,Artifact,89867858,75.0,54.75,3.0,72.0,2024-10-26
YR1845,Bangalore,Decor,97580261,68.0,40.8,5.44,62.56,2024-10-26
YR1845,Bangalore,Painting,99189758,46.0,32.2,3.68,42.32,2024-10-26
YR1845,Bangalore,Candle,32423095,71.0,46.15,2.84,68.16,2024-10-26
YR1845,Bangalore,Decor,38138732,55.0,40.7,3.3,51.7,2024-10-26
YR1845,Bangalore,Perfume,49383239,67.0,44.89,2.68,64.32,2024-10-26
YR1845,Bangalore,Artifact,59806518,97.0,68.87,5.82,91.18,2024-10-26
YR1845,Bangalore,Candle,91370239,23.0,16.79,2.3,20.7,2024-10-26
YR1845,Bangalore,Jewellery,62992553,55.0,33.0,4.4,50.6,2024-10-26
YR1845,Bangalore,Perfume,66700439,69.0,42.78,4.83,64.17,2024-10-26
YR1845,Bangalore,Decor,78744201,70.0,46.2,2.8,67.2,2024-10-26
YR1845,Bangalore,Decor,43359985,67.0,40.87,1.34,65.66,2024-10-26
YR1845,Bangalore,Candle,50490112,14.0,8.96,1.4,12.6,2024-10-26
YR1845,Bangalore,Jewellery,84866333,47.0,31.49,1.88,45.12,2024-10-26
YR1845,Bangalore,Cosmetics,65420532,28.0,21.0,2.52,25.48,2024-10-26
YR1845,Bangalore,Decor,81834106,51.0,34.68,3.06,47.94,2024-10-26
YR1845,Bangalore,Decor,68763122,25.0,16.0,2.0,23.0,2024-10-26
YR1845,Bangalore,Perfume,40237121,94.0,67.68,6.58,87.42,2024-10-26
YR1845,Bangalore,Cosmetics,50234680,44.0,29.48,1.76,42.24,2024-10-26
YR1845,Bangalore,Artifact,56241455,48.0,30.24,2.4,45.6,2024-10-26
YR1845,Bangalore,Decor,10277404,26.0,16.9,1.04,24.96,2024-10-26
YR1845,Bangalore,Artifact,60693664,64.0,42.24,3.84,60.16,2024-10-26
YR1845,Bangalore,Painting,62962341,79.0,57.67,4.74,74.26,2024-10-26
YR1845,Bangalore,Artifact,54755554,43.0,29.24,2.58,40.42,2024-10-26
YR1845,Bangalore,Candle,57622985,77.0,48.51,5.39,71.61,2024-10-26
YR1845,Bangalore,Cosmetics,70913696,78.0,53.04,5.46,72.54,2024-10-26
YR1845,Bangalore,Perfume,22422790,51.0,36.72,4.59,46.41,2024-10-26
YR1845,Bangalore,Perfume,26962890,48.0,35.04,3.84,44.16,2024-10-26
YR1845,Bangalore,Candle,93295593,12.0,7.92,0.84,11.16,2024-10-26
YR6083,Bangalore,Decor,29231567,86.0,56.76,2.58,83.42,2024-10-26
YR6083,Bangalore,Artifact,78197631,20.0,14.2,1.2,18.8,2024-10-26
YR6083,Bangalore,Decor,97426452,43.0,30.96,0.86,42.14,2024-10-26
YR6083,Bangalore,Painting,30055541,97.0,70.81,8.73,88.27,2024-10-26
YR6083,Bangalore,Candle,73572387,46.0,28.06,1.38,44.62,2024-10-26
YR6083,Bangalore,Cosmetics,63970336,91.0,55.51,4.55,86.45,2024-10-26
YR6083,Bangalore,Painting,42222900,69.0,48.99,4.14,64.86,2024-10-26
YR6083,Bangalore,Cosmetics,79906005,62.0,44.02,1.24,60.76,2024-10-26
YR6083,Bangalore,Perfume,69155883,46.0,27.6,0.92,45.08,2024-10-26
YR6083,Bangalore,Painting,63692932,67.0,40.87,6.7,60.3,2024-10-26
YR6083,Bangalore,Cosmetics,39588928,70.0,45.5,1.4,68.6,2024-10-26
YR6083,Bangalore,Decor,14781799,57.0,36.48,5.13,51.87,2024-10-26
YR6083,Bangalore,Perfume,78233337,65.0,44.2,5.2,59.8,2024-10-26
YR6083,Bangalore,Painting,75066528,92.0,69.0,8.28,83.72,2024-10-26
YR6083,Bangalore,Jewellery,38377685,88.0,64.24,3.52,84.48,2024-10-26
YR6083,Bangalore,Cosmetics,37388916,54.0,32.4,4.86,49.14,2024-10-26
YR6083,Bangalore,Painting,27374877,17.0,11.9,1.7,15.3,2024-10-26
YR6083,Bangalore,Decor,27355651,21.0,14.49,0.63,20.37,2024-10-26
YR6083,Bangalore,Candle,65027770,45.0,33.3,1.35,43.65,2024-10-26
YR6083,Bangalore,Cosmetics,34812622,39.0,25.74,1.17,37.83,2024-10-26
YR6083,Bangalore,Cosmetics,67398071,82.0,59.04,2.46,79.54,2024-10-26
YR6083,Bangalore,Cosmetics,90842895,58.0,38.28,5.22,52.78,2024-10-26
YR6083,Bangalore,Jewellery,58864440,20.0,13.6,1.6,18.4,2024-10-26
YR6083,Bangalore,Painting,52407226,18.0,11.88,1.8,16.2,2024-10-26
YR6083,Bangalore,Decor,58801269,66.0,41.58,6.6,59.4,2024-10-26
YR6083,Bangalore,Jewellery,84852600,72.0,48.96,5.76,66.24,2024-10-26
YR6083,Bangalore,Jewellery,24878234,51.0,32.64,2.04,48.96,2024-10-26
YR6083,Bangalore,Painting,48018188,28.0,19.88,0.56,27.44,2024-10-26
YR6083,Bangalore,Candle,12683410,18.0,12.06,1.44,16.56,2024-10-26
YR6083,Bangalore,Jewellery,19212036,78.0,58.5,3.9,74.1,2024-10-26
YR6083,Bangalore,Artifact,72910461,60.0,43.8,5.4,54.6,2024-10-26
YR6083,Bangalore,Painting,65640258,52.0,39.0,2.08,49.92,2024-10-26
YR6083,Bangalore,Painting,38970947,15.0,9.6,0.3,14.7,2024-10-26
YR6083,Bangalore,Painting,30365905,93.0,63.24,1.86,91.14,2024-10-26
YR6083,Bangalore,Candle,42980957,67.0,50.25,2.01,64.99,2024-10-26
YR6083,Bangalore,Cosmetics,90859375,54.0,32.4,5.4,48.6,2024-10-26
YR6083,Bangalore,Perfume,11642456,88.0,57.2,2.64,85.36,2024-10-26
YR6083,Bangalore,Decor,70334167,100.0,67.0,9.0,91.0,2024-10-26
YR4165,Bangalore,Perfume,10975036,71.0,46.15,4.26,66.74,2024-10-26
YR4165,Bangalore,Decor,50679626,95.0,62.7,1.9,93.1,2024-10-26
YR4165,Bangalore,Cosmetics,90551757,83.0,58.93,6.64,76.36,2024-10-26
YR4165,Bangalore,Perfume,87873840,57.0,35.34,2.28,54.72,2024-10-26
YR4165,Bangalore,Candle,53796997,54.0,34.56,1.62,52.38,2024-10-26
YR4165,Bangalore,Candle,84220886,21.0,12.81,1.68,19.32,2024-10-26
YR4165,Bangalore,Candle,61424255,22.0,14.3,1.76,20.24,2024-10-26
YR4165,Bangalore,Jewellery,69389343,43.0,29.67,1.72,41.28,2024-10-26
YR4165,Bangalore,Jewellery,58166809,38.0,26.22,1.14,36.86,2024-10-26
YR4165,Bangalore,Cosmetics,11914367,90.0,65.7,5.4,84.6,2024-10-26
YR4165,Bangalore,Jewellery,95904846,18.0,11.52,1.08,16.92,2024-10-26
YR4165,Bangalore,Perfume,77090759,86.0,56.76,7.74,78.26,2024-10-26
YR4165,Bangalore,Artifact,27048034,96.0,70.08,2.88,93.12,2024-10-26
YR4165,Bangalore,Artifact,56939086,69.0,45.54,2.07,66.93,2024-10-26
YR4165,Bangalore,Painting,47372741,98.0,66.64,2.94,95.06,2024-10-26
YR4165,Bangalore,Cosmetics,33991394,18.0,12.06,1.62,16.38,2024-10-26
YR4165,Bangalore,Candle,62124633,82.0,53.3,4.92,77.08,2024-10-26
YR4165,Bangalore,Artifact,19231262,41.0,26.24,4.1,36.9,2024-10-26
YR4165,Bangalore,Candle,64700927,97.0,72.75,2.91,94.09,2024-10-26
YR4165,Bangalore,Cosmetics,17305908,84.0,57.96,4.2,79.8,2024-10-26
YR4165,Bangalore,Cosmetics,56395263,11.0,7.59,0.99,10.01,2024-10-26
YR4165,Bangalore,Candle,36718750,34.0,24.14,1.02,32.98,2024-10-26
YR4165,Bangalore,Jewellery,98365783,44.0,31.24,3.96,40.04,2024-10-26
YR4165,Bangalore,Artifact,57024230,65.0,46.15,2.6,62.4,2024-10-26
YR4165,Bangalore,Jewellery,49976501,15.0,10.2,1.2,13.8,2024-10-26
YR4165,Bangalore,Cosmetics,83352966,63.0,41.58,5.04,57.96,2024-10-26
YR4165,Bangalore,Cosmetics,70930175,64.0,44.16,6.4,57.6,2024-10-26
YR4165,Bangalore,Decor,68183593,74.0,48.84,5.92,68.08,2024-10-26
YR4165,Bangalore,Jewellery,32096252,59.0,40.12,2.95,56.05,2024-10-26
YR4165,Bangalore,Jewellery,73825073,76.0,47.12,3.8,72.2,2024-10-26
YR4165,Bangalore,Painting,12966308,41.0,26.24,2.46,38.54,2024-10-26
YR4165,Bangalore,Candle,23699951,86.0,61.92,4.3,81.7,2024-10-26
YR4165,Bangalore,Jewellery,50586242,69.0,46.92,5.52,63.48,2024-10-26
YR4165,Bangalore,Painting,81987915,12.0,9.0,0.24,11.76,2024-10-26
YR4165,Bangalore,Artifact,53439941,48.0,29.76,1.44,46.56,2024-10-26
YR4098,Bangalore,Decor,93930053,25.0,17.5,2.5,22.5,2024-10-26
YR4098,Bangalore,Perfume,54447937,53.0,38.69,2.12,50.88,2024-10-26
YR4098,Bangalore,Artifact,98431701,55.0,37.95,5.5,49.5,2024-10-26
YR4098,Bangalore,Artifact,29519958,44.0,32.56,3.52,40.48,2024-10-26
YR4098,Bangalore,Perfume,86423645,59.0,35.4,5.31,53.69,2024-10-26
YR4098,Bangalore,Cosmetics,22255249,71.0,49.7,7.1,63.9,2024-10-26
YR4098,Bangalore,Perfume,43189697,17.0,10.37,0.85,16.15,2024-10-26
YR4098,Bangalore,Jewellery,26570129,65.0,46.8,6.5,58.5,2024-10-26
YR4098,Bangalore,Painting,28176879,21.0,13.65,0.63,20.37,2024-10-26
YR4098,Bangalore,Cosmetics,57469177,24.0,18.0,1.68,22.32,2024-10-26
YR4098,Bangalore,Candle,55590515,23.0,17.25,1.38,21.62,2024-10-26
YR4098,Bangalore,Perfume,29964904,83.0,59.76,4.98,78.02,2024-10-26
YR4098,Bangalore,Cosmetics,43717041,35.0,24.5,3.15,31.85,2024-10-26
YR4098,Bangalore,Cosmetics,83710021,53.0,31.8,5.3,47.7,2024-10-26
YR4098,Bangalore,Painting,13996276,39.0,28.08,2.34,36.66,2024-10-26
YR4098,Bangalore,Jewellery,34590148,93.0,56.73,5.58,87.42,2024-10-26
YR4098,Bangalore,Perfume,30102233,86.0,55.04,5.16,80.84,2024-10-26
YR4098,Bangalore,Decor,95858154,29.0,21.46,2.61,26.39,2024-10-26
YR4098,Bangalore,Perfume,27100219,91.0,64.61,9.1,81.9,2024-10-26
YR4098,Bangalore,Perfume,34656066,77.0,52.36,7.7,69.3,2024-10-26
YR4098,Bangalore,Jewellery,15169067,91.0,61.88,3.64,87.36,2024-10-26
YR4098,Bangalore,Painting,29948425,97.0,69.84,2.91,94.09,2024-10-26
YR4098,Bangalore,Candle,78472290,96.0,66.24,7.68,88.32,2024-10-26
YR4098,Bangalore,Decor,51292114,61.0,38.43,5.49,55.51,2024-10-26
YR4098,Bangalore,Perfume,44365234,97.0,65.96,5.82,91.18,2024-10-26
YR4098,Bangalore,Jewellery,33238830,22.0,14.74,0.88,21.12,2024-10-26
YR4098,Bangalore,Artifact,86846618,11.0,8.03,0.66,10.34,2024-10-26
YR4098,Bangalore,Artifact,98926086,56.0,38.08,1.68,54.32,2024-10-26
YR4098,Bangalore,Cosmetics,44161987,55.0,35.2,4.4,50.6,2024-10-26
YR4098,Bangalore,Artifact,39281311,52.0,32.24,2.6,49.4,2024-10-26
YR4098,Bangalore,Jewellery,30473022,87.0,53.07,3.48,83.52,2024-10-26
YR4098,Bangalore,Artifact,34469299,16.0,11.36,0.32,15.68,2024-10-26
YR4098,Bangalore,Jewellery,54228210,80.0,59.2,5.6,74.4,2024-10-26
YR4098,Bangalore,Cosmetics,35221862,32.0,20.48,2.24,29.76,2024-10-26
YR4098,Bangalore,Perfume,18209533,48.0,36.0,2.88,45.12,2024-10-26
YR4098,Bangalore,Decor,83284301,65.0,44.2,3.25,61.75,2024-10-26
YR4098,Bangalore,Artifact,74053039,87.0,64.38,6.09,80.91,2024-10-26
YR4098,Bangalore,Painting,93150024,70.0,51.1,2.1,67.9,2024-10-26
YR4098,Bangalore,Cosmetics,18995056,52.0,38.48,5.2,46.8,2024-10-26
YR4098,Bangalore,Jewellery,30184631,66.0,42.9,1.32,64.68,2024-10-26
YR4098,Bangalore,Jewellery,22606811,77.0,50.82,6.93,70.07,2024-10-26
YR4098,Bangalore,Perfume,91353759,61.0,39.65,1.22,59.78,2024-10-26
YR4098,Bangalore,Cosmetics,27987365,51.0,37.23,2.04,48.96,2024-10-26
YR4098,Bangalore,Candle,28481750,73.0,53.29,5.84,67.16,2024-10-26
YR4098,Bangalore,Decor,61682434,80.0,48.8,3.2,76.8,2024-10-26
YR4098,Bangalore,Artifact,14540100,24.0,17.76,0.96,23.04,2024-10-26
YR4098,Bangalore,Decor,74956665,90.0,57.6,3.6,86.4,2024-10-26
YR4098,Bangalore,Perfume,29981384,92.0,66.24,3.68,88.32,2024-10-26
YR4226,Bangalore,Painting,65524902,30.0,18.9,1.2,28.8,2024-10-26
YR4226,Bangalore,Perfume,49399719,63.0,37.8,3.15,59.85,2024-10-26
YR4226,Bangalore,Perfume,56513366,68.0,46.92,4.76,63.24,2024-10-26
YR4226,Bangalore,Jewellery,28767395,12.0,8.28,0.72,11.28,2024-10-26
YR4226,Bangalore,Jewellery,21703186,94.0,59.22,4.7,89.3,2024-10-26
YR4226,Bangalore,Jewellery,61325378,93.0,64.17,5.58,87.42,2024-10-26
YR4226,Bangalore,Jewellery,56274414,59.0,38.94,1.77,57.23,2024-10-26
YR4226,Bangalore,Perfume,87275085,11.0,7.48,0.22,10.78,2024-10-26
YR4226,Bangalore,Artifact,79988403,31.0,20.15,0.93,30.07,2024-10-26
YR4226,Bangalore,Jewellery,71424560,19.0,12.73,1.52,17.48,2024-10-26
YR4226,Bangalore,Perfume,99697875,12.0,8.88,0.84,11.16,2024-10-26
YR4226,Bangalore,Jewellery,69565124,13.0,8.84,0.65,12.35,2024-10-26
YR4226,Bangalore,Painting,62561340,54.0,35.1,2.7,51.3,2024-10-26
YR4226,Bangalore,Perfume,60795288,40.0,27.2,4.0,36.0,2024-10-26
YR4226,Bangalore,Jewellery,38968200,55.0,41.25,3.3,51.7,2024-10-26
YR4226,Bangalore,Cosmetics,56428222,49.0,29.89,1.47,47.53,2024-10-26
YR4226,Bangalore,Cosmetics,58611755,21.0,13.02,1.26,19.74,2024-10-26
YR4226,Bangalore,Jewellery,92188720,22.0,14.52,0.66,21.34,2024-10-26
YR4226,Bangalore,Jewellery,69869995,58.0,41.76,1.74,56.26,2024-10-26
YR4226,Bangalore,Jewellery,44480590,69.0,50.37,3.45,65.55,2024-10-26
YR4226,Bangalore,Jewellery,95295104,74.0,51.06,7.4,66.6,2024-10-26
YR4226,Bangalore,Painting,42060852,17.0,10.2,1.7,15.3,2024-10-26
YR4226,Bangalore,Artifact,36466064,47.0,28.2,2.35,44.65,2024-10-26
YR4226,Bangalore,Perfume,45697326,48.0,35.04,4.32,43.68,2024-10-26
YR4226,Bangalore,Candle,86269836,71.0,43.31,4.26,66.74,2024-10-26
YR4226,Bangalore,Jewellery,48062133,19.0,12.35,1.9,17.1,2024-10-26
YR4226,Bangalore,Candle,20566101,24.0,17.04,0.72,23.28,2024-10-26
YR4226,Bangalore,Artifact,34724731,61.0,40.87,1.83,59.17,2024-10-26
YR4226,Bangalore,Candle,77362670,40.0,25.6,2.8,37.2,2024-10-26
YR4226,Bangalore,Cosmetics,28737182,52.0,36.92,5.2,46.8,2024-10-26
YR4226,Bangalore,Painting,10769042,26.0,18.72,1.82,24.18,2024-10-26
YR4226,Bangalore,Painting,31253051,81.0,58.32,4.86,76.14,2024-10-26
YR4226,Bangalore,Painting,45540771,11.0,7.04,0.66,10.34,2024-10-26
YR4226,Bangalore,Jewellery,17421264,17.0,12.07,0.68,16.32,2024-10-26
YR4226,Bangalore,Decor,55933837,31.0,20.77,1.55,29.45,2024-10-26
YR4226,Bangalore,Jewellery,98025207,38.0,25.84,1.9,36.1,2024-10-26
YR4226,Bangalore,Cosmetics,49331054,80.0,49.6,2.4,77.6,2024-10-26
YR4226,Bangalore,Decor,24504699,62.0,39.06,6.2,55.8,2024-10-26
YR4226,Bangalore,Jewellery,46988220,100.0,69.0,10.0,90.0,2024-10-26
YR4226,Bangalore,Artifact,92479858,78.0,56.16,7.8,70.2,2024-10-26
YR4226,Bangalore,Jewellery,72363891,65.0,42.9,5.2,59.8,2024-10-26
YR4226,Bangalore,Jewellery,13754577,32.0,20.8,2.56,29.44,2024-10-26
YR4226,Bangalore,Perfume,58441467,85.0,51.85,8.5,76.5,2024-10-26
YR4226,Bangalore,Jewellery,79782409,26.0,15.86,2.6,23.4,2024-10-26
YR4226,Bangalore,Cosmetics,55148315,39.0,28.47,3.51,35.49,2024-10-26
YR4226,Bangalore,Candle,43118286,34.0,24.14,2.04,31.96,2024-10-26
YR5253,Bangalore,Jewellery,98739318,61.0,44.53,4.88,56.12,2024-10-26
YR5253,Bangalore,Cosmetics,54244689,76.0,51.68,6.08,69.92,2024-10-26
YR5253,Bangalore,Painting,53612976,46.0,29.9,3.22,42.78,2024-10-26
YR5253,Bangalore,Painting,91257629,73.0,50.37,6.57,66.43,2024-10-26
YR5253,Bangalore,Perfume,17597045,23.0,17.25,0.69,22.31,2024-10-26
YR5253,Bangalore,Jewellery,93106079,57.0,37.05,1.71,55.29,2024-10-26
YR5253,Bangalore,Artifact,20154113,33.0,21.78,0.99,32.01,2024-10-26
YR5253,Bangalore,Perfume,43615417,96.0,57.6,4.8,91.2,2024-10-26
YR5253,Bangalore,Candle,92666625,73.0,51.1,2.19,70.81,2024-10-26
YR5253,Bangalore,Cosmetics,35955200,27.0,19.17,1.35,25.65,2024-10-26
YR5253,Bangalore,Cosmetics,95465393,35.0,24.85,1.75,33.25,2024-10-26
YR5253,Bangalore,Artifact,61885681,58.0,37.12,2.32,55.68,2024-10-26
YR5253,Bangalore,Artifact,91999206,27.0,19.71,1.35,25.65,2024-10-26
YR5253,Bangalore,Jewellery,27163391,14.0,9.1,1.26,12.74,2024-10-26
YR5253,Bangalore,Cosmetics,83146972,98.0,69.58,1.96,96.04,2024-10-26
YR5253,Bangalore,Cosmetics,43837890,42.0,31.08,2.94,39.06,2024-10-26
YR5253,Bangalore,Painting,36724243,100.0,71.0,5.0,95.0,2024-10-26
YR5253,Bangalore,Candle,65198059,68.0,49.64,4.76,63.24,2024-10-26
YR5253,Bangalore,Painting,29322204,92.0,62.56,3.68,88.32,2024-10-26
YR5253,Bangalore,Jewellery,42947998,73.0,46.72,2.92,70.08,2024-10-26
YR5253,Bangalore,Jewellery,97802734,72.0,49.68,7.2,64.8,2024-10-26
